currency_id;symbol;type_en_name;size;before_balance;after_balance;refer_id;create_time
7;USDT;otc_create_order;-4126.17;4127.909079136133;1.7390791361335;2267130055;2025-10-29 00:27:10
7;USDT;otc_create_order;-1057.11;5185.019079136134;4127.909079136133;2267122657;2025-10-29 00:15:35
7;USDT;otc_create_order;-4262.57;9447.589079136134;5185.019079136134;2267118273;2025-10-29 00:08:55
7;USDT;otc_cancel_order;954.81;8492.779079136133;9447.589079136134;2267117309;2025-10-29 00:07:26
7;USDT;otc_create_order;-1014.49;9507.269079136133;8492.779079136133;2267112348;2025-10-29 00:00:55
7;USDT;otc_create_order;-1023.01;10530.279079136133;9507.269079136133;2267110317;2025-10-28 23:58:20
7;USDT;otc_create_order;-954.81;11485.089079136134;10530.279079136133;2267106123;2025-10-28 23:52:25
7;USDT;otc_cancel_order;4262.57;7222.519079136134;11485.089079136134;2267105629;2025-10-28 23:51:39
7;USDT;otc_create_order;-852.51;8075.029079136133;7222.519079136134;2267100623;2025-10-28 23:43:44
7;USDT;otc_create_order;-4262.57;12337.599079136133;8075.029079136133;2267095854;2025-10-28 23:36:39
7;USDT;otc_create_order;-1696.5;14034.099079136133;12337.599079136133;2267064909;2025-10-28 22:57:06
7;USDT;otc_create_order;-920.71;14954.809079136134;14034.099079136133;2267056716;2025-10-28 22:48:36
7;USDT;otc_create_order;-3052.0;18006.809079136132;14954.809079136134;2267045551;2025-10-28 22:36:59
7;USDT;otc_create_order;-2000.0;20006.809079136132;18006.809079136132;2267005583;2025-10-28 21:55:30
7;USDT;otc_create_order;-912.19;20918.999079136134;20006.809079136132;2267003559;2025-10-28 21:53:17
7;USDT;otc_create_order;-1236.14;22155.139079136134;20918.999079136134;2266992655;2025-10-28 21:43:39
7;USDT;otc_create_order;-852.31;23007.449079136135;22155.139079136134;2266976430;2025-10-28 21:23:06
7;USDT;otc_create_order;-1704.62;24712.069079136134;23007.449079136135;2266965031;2025-10-28 21:08:16
7;USDT;otc_create_order;-2727.39;27439.459079136133;24712.069079136134;2266964195;2025-10-28 21:07:11
7;USDT;otc_create_order;-1508.59;28948.049079136134;27439.459079136133;2266952673;2025-10-28 20:52:38
7;USDT;otc_create_order;-934.57;29882.619079136133;28948.049079136134;2266890361;2025-10-28 19:28:16
7;USDT;otc_create_order;-1673.74;31556.359079136135;29882.619079136133;2266880522;2025-10-28 19:13:56
7;USDT;otc_create_order;-960.06;32516.419079136132;31556.359079136135;2266856608;2025-10-28 18:39:31
7;USDT;otc_create_order;-1444.35;33960.76907913613;32516.419079136132;2266851562;2025-10-28 18:32:13
7;USDT;otc_create_order;-1699.23;35659.999079136134;33960.76907913613;2266850579;2025-10-28 18:30:50
7;USDT;otc_cancel_order;1614.27;34045.72907913613;35659.999079136134;2266844235;2025-10-28 18:21:16
7;USDT;otc_create_order;-1614.27;35659.999079136134;34045.72907913613;2266834168;2025-10-28 18:06:14
7;USDT;otc_create_order;-2209.0;37868.999079136134;35659.999079136134;2266828292;2025-10-28 17:57:34
7;USDT;otc_create_order;-1019.54;38888.539079136135;37868.999079136134;2266826050;2025-10-28 17:54:25
7;USDT;otc_create_order;-942.27;39830.80907913613;38888.539079136135;2266774535;2025-10-28 16:57:07
7;USDT;otc_create_order;-4244.48;44075.289079136135;39830.80907913613;2266762557;2025-10-28 16:44:17
7;USDT;otc_create_order;-1341.25;45416.539079136135;44075.289079136135;2266761857;2025-10-28 16:43:33
7;USDT;deposit;45416.53;0.0090791361335;45416.539079136135;351588401;2025-10-27 23:37:44
7;USDT;otc_create_order;-292.43;292.4390791361335;0.0090791361335;2258831691;2025-10-21 20:47:30
7;USDT;otc_create_order;-1353.63;1646.0690791361335;292.4390791361335;2258663980;2025-10-21 17:01:30
7;USDT;otc_create_order;-2910.32;4556.389079136134;1646.0690791361335;2257850775;2025-10-20 22:58:36
7;USDT;otc_create_order;-1692.04;6248.429079136134;4556.389079136134;2257844511;2025-10-20 22:50:30
7;USDT;otc_create_order;-1692.04;7940.469079136134;6248.429079136134;2257839067;2025-10-20 22:45:48
7;USDT;otc_create_order;-4230.11;12170.579079136134;7940.469079136134;2257834576;2025-10-20 22:40:34
7;USDT;otc_create_order;-3719.12;15889.699079136133;12170.579079136134;2257827298;2025-10-20 22:30:31
7;USDT;otc_create_order;-846.02;16735.71907913613;15889.699079136133;2257825745;2025-10-20 22:28:20
7;USDT;otc_create_order;-1692.04;18427.759079136133;16735.71907913613;2257823844;2025-10-20 22:25:40
7;USDT;otc_create_order;-1522.84;19950.599079136133;18427.759079136133;2257822293;2025-10-20 22:23:38
7;USDT;otc_create_order;-1692.04;21642.639079136134;19950.599079136133;2257818228;2025-10-20 22:18:26
7;USDT;otc_create_order;-1692.04;23334.679079136135;21642.639079136134;2257814583;2025-10-20 22:13:16
7;USDT;otc_create_order;-1692.04;25026.71907913613;23334.679079136135;2257810961;2025-10-20 22:08:14
7;USDT;otc_create_order;-1692.04;26718.759079136133;25026.71907913613;2257804269;2025-10-20 21:59:19
7;USDT;otc_create_order;-1692.04;28410.799079136134;26718.759079136133;2257420440;2025-10-20 16:20:44
7;USDT;otc_cancel_order;1638.85;26771.949079136135;28410.799079136134;2257409549;2025-10-20 16:06:22
7;USDT;otc_create_order;-1638.85;28410.799079136134;26771.949079136135;2257405282;2025-10-20 16:03:37
7;USDT;otc_create_order;-1692.04;30102.839079136134;28410.799079136134;2257354000;2025-10-20 14:58:15
7;USDT;otc_cancel_order;846.02;29256.819079136134;30102.839079136134;2255436777;2025-10-18 20:32:02
7;USDT;otc_create_order;-846.02;30102.839079136134;29256.819079136134;2255427307;2025-10-18 20:17:01
7;USDT;otc_create_order;-1861.25;31964.089079136134;30102.839079136134;2255394287;2025-10-18 19:24:28
7;USDT;otc_create_order;-1015.22;32979.30907913613;31964.089079136134;2255368388;2025-10-18 18:46:34
7;USDT;otc_create_order;-1692.04;34671.34907913613;32979.30907913613;2255352721;2025-10-18 18:25:40
7;USDT;otc_create_order;-2605.75;37277.09907913613;34671.34907913613;2255349797;2025-10-18 18:21:36
7;USDT;otc_create_order;-1692.04;38969.139079136134;37277.09907913613;2255343755;2025-10-18 18:12:29
7;USDT;otc_create_order;-1692.04;40661.179079136135;38969.139079136134;2255334586;2025-10-18 17:59:16
7;USDT;otc_cancel_order;2030.45;38630.72907913613;40661.179079136135;2255331377;2025-10-18 17:54:29
7;USDT;otc_create_order;-1692.04;40322.76907913613;38630.72907913613;2255324464;2025-10-18 17:44:13
7;USDT;otc_create_order;-2030.45;42353.219079136135;40322.76907913613;2255321257;2025-10-18 17:39:26
7;USDT;otc_create_order;-1692.04;44045.259079136136;42353.219079136135;2255306671;2025-10-18 17:18:15
7;USDT;otc_cancel_order;846.02;43199.23907913613;44045.259079136136;2254662257;2025-10-18 08:27:30
7;USDT;otc_create_order;-846.02;44045.259079136136;43199.23907913613;2254662067;2025-10-18 08:27:02
7;USDT;otc_create_order;-2538.07;46583.329079136136;44045.259079136136;2254590072;2025-10-18 03:45:48
7;USDT;otc_cancel_order;4230.11;42353.219079136135;46583.329079136136;2254585892;2025-10-18 03:30:34
7;USDT;otc_create_order;-1692.04;44045.259079136136;42353.219079136135;2254545925;2025-10-18 01:42:13
7;USDT;otc_create_order;-4230.11;48275.36907913614;44045.259079136136;2254541933;2025-10-18 01:33:36
7;USDT;deposit;48255.0;20.3690791361335;48275.36907913614;348891873;2025-10-18 00:53:59
7;USDT;withdrawal;-44750.0;44770.36907913614;20.3690791361335;347425918;2025-10-13 16:36:25
7;USDT;deposit;44770.0;0.3690791361335;44770.36907913614;346540339;2025-10-10 20:24:47
7;USDT;otc_create_order;-777.59;777.9590791361335;0.3690791361335;2233304722;2025-10-03 04:11:36
7;USDT;otc_create_order;-1254.18;2032.1390791361334;777.9590791361335;2224902339;2025-09-27 19:30:03
7;USDT;otc_create_order;-1672.24;3704.3790791361334;2032.1390791361334;2224823196;2025-09-27 18:07:44
7;USDT;otc_create_order;-2341.13;6045.509079136134;3704.3790791361334;2224661148;2025-09-27 15:33:56
7;USDT;otc_create_order;-1638.79;7684.2990791361335;6045.509079136134;2224659083;2025-09-27 15:31:54
7;USDT;otc_create_order;-1672.24;9356.539079136133;7684.2990791361335;2224615918;2025-09-27 14:49:50
7;USDT;otc_create_order;-1666.66;11023.199079136133;9356.539079136133;2223837478;2025-09-27 02:03:44
7;USDT;otc_cancel_order;2466.66;8556.539079136133;11023.199079136133;2223834227;2025-09-27 01:59:31
7;USDT;otc_create_order;-4033.33;12589.869079136133;8556.539079136133;2223829461;2025-09-27 01:51:30
7;USDT;otc_create_order;-2466.66;15056.529079136133;12589.869079136133;2223825096;2025-09-27 01:44:27
7;USDT;otc_create_order;-4050.0;19106.529079136133;15056.529079136133;2223821187;2025-09-27 01:38:18
7;USDT;otc_create_order;-1615.0;20721.529079136133;19106.529079136133;2223816128;2025-09-27 01:31:17
7;USDT;deposit;19102.75;1618.7790791361335;20721.529079136133;342593148;2025-09-27 01:13:57
7;USDT;otc_create_order;-3355.7;4974.479079136134;1618.7790791361335;2221866838;2025-09-25 22:59:45
7;USDT;otc_create_order;-3355.7;8330.179079136133;4974.479079136134;2221833220;2025-09-25 22:32:50
7;USDT;otc_create_order;-3355.7;11685.879079136133;8330.179079136133;2221817861;2025-09-25 22:20:36
7;USDT;otc_cancel_order;4194.63;7491.249079136133;11685.879079136133;2221814163;2025-09-25 22:17:51
7;USDT;otc_create_order;-1644.29;9135.539079136133;7491.249079136133;2221797446;2025-09-25 22:06:23
7;USDT;otc_create_order;-4194.63;13330.169079136134;9135.539079136133;2221778824;2025-09-25 21:52:52
7;USDT;otc_create_order;-838.92;14169.089079136134;13330.169079136134;2221767696;2025-09-25 21:45:13
7;USDT;otc_cancel_order;1258.38;12910.709079136133;14169.089079136134;2221767096;2025-09-25 21:44:49
7;USDT;otc_create_order;-1258.38;14169.089079136134;12910.709079136133;2221759468;2025-09-25 21:39:42
7;USDT;otc_create_order;-1677.85;15846.939079136133;14169.089079136134;2221748465;2025-09-25 21:32:19
7;USDT;otc_create_order;-1677.85;17524.789079136135;15846.939079136133;2221739894;2025-09-25 21:26:52
7;USDT;otc_create_order;-4194.63;21719.419079136132;17524.789079136135;2221686248;2025-09-25 21:02:03
7;USDT;otc_create_order;-1593.95;23313.369079136133;21719.419079136132;2221652759;2025-09-25 20:43:37
7;USDT;otc_create_order;-2348.99;25662.359079136135;23313.369079136133;2221648065;2025-09-25 20:42:22
7;USDT;otc_create_order;-1644.29;27306.649079136132;25662.359079136135;2221646940;2025-09-25 20:41:31
7;USDT;otc_create_order;-1677.85;28984.499079136134;27306.649079136132;2221642805;2025-09-25 20:38:08
7;USDT;otc_cancel_order;1677.85;27306.649079136132;28984.499079136134;2221628308;2025-09-25 20:25:44
7;USDT;otc_create_order;-1174.49;28481.139079136134;27306.649079136132;2221623554;2025-09-25 20:19:57
7;USDT;otc_create_order;-1677.85;30158.989079136132;28481.139079136134;2221618085;2025-09-25 20:12:53
7;USDT;otc_create_order;-1677.85;31836.839079136134;30158.989079136132;2221616403;2025-09-25 20:10:42
7;USDT;otc_cancel_order;1233.22;30603.619079136133;31836.839079136134;2221595337;2025-09-25 19:45:16
7;USDT;otc_create_order;-1233.22;31836.839079136134;30603.619079136133;2221575868;2025-09-25 19:20:16
7;USDT;otc_create_order;-1510.06;33346.899079136136;31836.839079136134;2221573300;2025-09-25 19:17:00
7;USDT;otc_create_order;-1677.85;35024.749079136134;33346.899079136136;2221569830;2025-09-25 19:12:35
7;USDT;otc_create_order;-1677.85;36702.59907913613;35024.749079136134;2221568081;2025-09-25 19:10:11
7;USDT;otc_create_order;-1675.04;38377.639079136134;36702.59907913613;2220407751;2025-09-24 17:09:45
7;USDT;otc_cancel_order;4138.79;34238.84907913613;38377.639079136134;2220378124;2025-09-24 16:31:48
7;USDT;otc_create_order;-4138.79;38377.639079136134;34238.84907913613;2219647757;2025-09-24 03:04:41
7;USDT;otc_create_order;-1714.28;40091.91907913613;38377.639079136134;2219588652;2025-09-24 00:44:15
7;USDT;otc_create_order;-823.52;40915.43907913614;40091.91907913613;2219583929;2025-09-24 00:34:53
7;USDT;otc_create_order;-831.93;41747.36907913614;40915.43907913614;2219579883;2025-09-24 00:27:01
7;USDT;otc_cancel_order;1680.67;40066.69907913613;41747.36907913614;2219579323;2025-09-24 00:26:00
7;USDT;otc_cancel_order;1663.86;38402.83907913613;40066.69907913613;2219578926;2025-09-24 00:25:17
7;USDT;otc_create_order;-1680.67;40083.509079136136;38402.83907913613;2219564587;2025-09-24 00:00:57
7;USDT;otc_create_order;-1663.86;41747.36907913614;40083.509079136136;2219563986;2025-09-24 00:00:17
7;USDT;otc_cancel_order;840.33;40907.039079136135;41747.36907913614;2219558894;2025-09-23 23:51:31
7;USDT;otc_cancel_order;1680.67;39226.36907913614;40907.039079136135;2219551676;2025-09-23 23:39:52
7;USDT;otc_create_order;-840.33;40066.69907913613;39226.36907913614;2219549559;2025-09-23 23:36:27
7;USDT;otc_create_order;-97.0;40163.69907913613;40066.69907913613;2219543363;2025-09-23 23:27:21
7;USDT;otc_create_order;-1680.67;41844.36907913614;40163.69907913613;2219543197;2025-09-23 23:27:06
7;USDT;otc_cancel_order;97.66;41746.70907913613;41844.36907913614;2219542783;2025-09-23 23:26:28
7;USDT;deposit;41746.7;0.0090791361335;41746.70907913613;341572082;2025-09-23 23:16:02
7;USDT;otc_create_order;-97.66;97.6690791361335;0.0090791361335;2219532622;2025-09-23 23:11:26
7;USDT;otc_create_order;-1672.26;1769.9290791361334;97.6690791361335;2219518255;2025-09-23 22:51:38
7;USDT;otc_cancel_order;1680.67;89.2590791361335;1769.9290791361334;2219490020;2025-09-23 22:12:47
7;USDT;otc_create_order;-1680.67;1769.9290791361334;89.2590791361335;2219469127;2025-09-23 21:47:46
7;USDT;otc_create_order;-4184.87;5954.7990791361335;1769.9290791361334;2219466415;2025-09-23 21:44:12
7;USDT;withdrawal;-3505.0;9459.799079136134;5954.7990791361335;341706406;2025-09-23 20:51:53
7;USDT;deposit;5954.57;3505.2290791361334;9459.799079136134;341509998;2025-09-23 19:59:49
7;USDT;otc_create_order;-840.33;4345.559079136134;3505.2290791361334;2219232773;2025-09-23 16:36:56
7;USDT;otc_create_order;-1663.86;6009.419079136133;4345.559079136134;2219033538;2025-09-23 13:20:05
7;USDT;otc_create_order;-2495.79;8505.209079136133;6009.419079136133;2218452826;2025-09-23 01:57:22
7;USDT;otc_create_order;-1411.76;9916.969079136134;8505.209079136133;2218436041;2025-09-23 01:27:50
7;USDT;otc_create_order;-823.52;10740.489079136134;9916.969079136134;2218417677;2025-09-23 00:53:58
7;USDT;otc_create_order;-1848.73;12589.219079136134;10740.489079136134;2218416197;2025-09-23 00:51:14
7;USDT;otc_create_order;-831.93;13421.149079136134;12589.219079136134;2218407882;2025-09-23 00:37:22
7;USDT;otc_create_order;-798.31;14219.459079136133;13421.149079136134;2218399415;2025-09-23 00:23:25
7;USDT;otc_create_order;-1121.42;15340.879079136133;14219.459079136133;2218393999;2025-09-23 00:15:40
7;USDT;otc_create_order;-806.55;16147.429079136133;15340.879079136133;2218386633;2025-09-23 00:05:42
7;USDT;otc_create_order;-861.46;17008.889079136134;16147.429079136133;2218383661;2025-09-23 00:01:33
7;USDT;otc_create_order;-1593.1;18601.989079136132;17008.889079136134;2218379608;2025-09-22 23:55:48
7;USDT;otc_create_order;-840.33;19442.319079136134;18601.989079136132;2218375891;2025-09-22 23:50:40
7;USDT;otc_create_order;-3623.8;23066.119079136133;19442.319079136134;2218374236;2025-09-22 23:48:30
7;USDT;otc_create_order;-1647.05;24713.169079136132;23066.119079136133;2218373362;2025-09-22 23:47:22
7;USDT;otc_create_order;-834.48;25547.649079136132;24713.169079136132;2218372709;2025-09-22 23:46:30
7;USDT;otc_create_order;-4201.68;29749.329079136132;25547.649079136132;2218358376;2025-09-22 23:27:23
7;USDT;otc_create_order;-1512.6;31261.929079136135;29749.329079136132;2218333544;2025-09-22 22:57:14
7;USDT;otc_create_order;-1680.67;32942.59907913613;31261.929079136135;2218324890;2025-09-22 22:46:37
7;USDT;otc_create_order;-1680.67;34623.26907913613;32942.59907913613;2218311711;2025-09-22 22:30:15
7;USDT;otc_create_order;-4192.87;38816.139079136134;34623.26907913613;2218249596;2025-09-22 21:28:09
7;USDT;otc_create_order;-823.19;39639.329079136136;38816.139079136134;2218216007;2025-09-22 20:49:37
7;USDT;otc_create_order;-823.19;40462.51907913613;39639.329079136136;2218111059;2025-09-22 18:52:43
7;USDT;otc_cancel_order;823.19;39639.329079136136;40462.51907913613;2218110062;2025-09-22 18:51:35
7;USDT;otc_create_order;-823.19;40462.51907913613;39639.329079136136;2218097145;2025-09-22 18:36:33
7;USDT;otc_cancel_order;4201.68;36260.83907913613;40462.51907913613;2218085116;2025-09-22 18:22:20
7;USDT;otc_create_order;-4201.68;40462.51907913613;36260.83907913613;2218070509;2025-09-22 18:05:34
7;USDT;otc_create_order;-805.04;41267.55907913613;40462.51907913613;2215749258;2025-09-20 23:16:52
7;USDT;otc_create_order;-873.94;42141.499079136134;41267.55907913613;2215735665;2025-09-20 23:02:15
7;USDT;deposit;42127.04907913;14.4500000061335;42141.499079136134;340683559;2025-09-20 22:13:15
7;USDT;otc_create_order;-1008.4;1022.8500000061335;14.4500000061335;2214486971;2025-09-19 23:09:41
7;USDT;otc_cancel_order;789.91;232.9400000061335;1022.8500000061335;2214483778;2025-09-19 23:07:17
7;USDT;otc_create_order;-789.91;1022.8500000061335;232.9400000061335;2214458094;2025-09-19 22:42:15
7;USDT;otc_create_order;-829.91;1852.7600000061334;1022.8500000061335;2214455831;2025-09-19 22:39:35
7;USDT;otc_create_order;-835.29;2688.0500000061334;1852.7600000061334;2214454460;2025-09-19 22:37:56
7;USDT;otc_create_order;-3260.5;5948.550000006134;2688.0500000061334;2214452605;2025-09-19 22:35:46
7;USDT;deposit;3618.2;2330.3500000061335;5948.550000006134;340420633;2025-09-19 22:31:00
7;USDT;withdrawal;-800.0;3130.3500000061335;2330.3500000061335;340581309;2025-09-19 20:41:53
7;USDT;deposit;2330.2;800.1500000061335;3130.3500000061335;340364661;2025-09-19 19:48:21
7;USDT;otc_create_order;-4184.87;4985.020000006133;800.1500000061335;2214281428;2025-09-19 19:30:31
7;USDT;otc_create_order;-1655.46;6640.480000006133;4985.020000006133;2214226308;2025-09-19 18:28:03
7;USDT;otc_create_order;-1663.86;8304.340000006134;6640.480000006133;2214218813;2025-09-19 18:19:11
7;USDT;otc_create_order;-831.93;9136.270000006134;8304.340000006134;2214212795;2025-09-19 18:12:08
7;USDT;otc_create_order;-830.25;9966.520000006134;9136.270000006134;2214140922;2025-09-19 16:57:45
7;USDT;otc_create_order;-1663.86;11630.380000006133;9966.520000006134;2214128653;2025-09-19 16:45:05
7;USDT;otc_create_order;-1663.86;13294.240000006133;11630.380000006133;2214126830;2025-09-19 16:43:15
7;USDT;otc_create_order;-811.76;14106.000000006134;13294.240000006133;2214107567;2025-09-19 16:32:02
7;USDT;deposit;14100.2;5.8000000061335;14106.000000006134;340293517;2025-09-19 15:55:39
7;USDT;otc_create_order;-4207.83;4213.630000006134;5.8000000061335;2213295951;2025-09-19 01:31:23
7;USDT;otc_cancel_order;2470.18;1743.4500000061335;4213.630000006134;2213286492;2025-09-19 01:15:32
7;USDT;otc_create_order;-2470.18;4213.630000006134;1743.4500000061335;2213269552;2025-09-19 00:50:30
7;USDT;otc_create_order;-1703.57;5917.200000006133;4213.630000006134;2213216018;2025-09-18 23:40:50
7;USDT;deposit;4917.2;1000.0000000061335;5917.200000006133;340080637;2025-09-18 21:54:38
7;USDT;deposit;1000.0;6.1335E-9;1000.0000000061335;339816422;2025-09-18 01:44:35
7;USDT;withdrawal;-3475.0;3475.0000000061336;6.1335E-9;339717557;2025-09-16 22:37:49
7;USDT;deposit;1800.0;1675.0000000061334;3475.0000000061336;339460556;2025-09-16 22:35:22
7;USDT;deposit;564.0;1111.0000000061334;1675.0000000061334;339139675;2025-09-15 22:22:42
7;USDT;deposit;1111.0;6.1335E-9;1111.0000000061334;339128763;2025-09-15 21:52:48
7;USDT;withdrawal;-1380.0;1380.0000000061334;6.1335E-9;336757425;2025-09-06 02:49:28
7;USDT;deposit;1380.0;6.1335E-9;1380.0000000061334;336070110;2025-09-06 00:07:59
7;USDT;otc_create_order;-400.0;400.0000000061335;6.1335E-9;2192705503;2025-09-01 01:09:31
7;USDT;deposit;400.0;6.1335E-9;400.0000000061335;334606955;2025-09-01 00:51:46
7;USDT;withdrawal;-800.0;800.0000000061335;6.1335E-9;329636639;2025-08-09 19:49:42
7;USDT;Get by Activity;800.0;6.1335E-9;800.0000000061335;278400926;2025-08-08 16:00:02
7;USDT;withdrawal;-14818.77907913;14818.779079136133;6.1335E-9;328840331;2025-08-06 20:18:07
7;USDT;otc_cancel_order;851.78;13966.999079136134;14818.779079136133;2163358608;2025-08-06 14:35:16
7;USDT;otc_create_order;-851.78;14818.779079136133;13966.999079136134;2163349461;2025-08-06 14:20:15
7;USDT;otc_complete_order;352.46;14466.319079136134;14818.779079136133;2163343365;2025-08-06 14:10:45
7;USDT;otc_cancel_order;4237.89;10228.429079136133;14466.319079136134;2163297481;2025-08-06 13:15:47
7;USDT;otc_create_order;-1687.5;11915.929079136133;10228.429079136133;2162993903;2025-08-06 11:41:18
7;USDT;otc_create_order;-4237.89;16153.819079136134;11915.929079136133;2162987212;2025-08-06 11:29:48
7;USDT;otc_create_order;-3361.15;19514.96907913613;16153.819079136134;2162781813;2025-08-06 01:56:51
7;USDT;otc_create_order;-3365.0;22879.96907913613;19514.96907913613;2162779623;2025-08-06 01:50:59
7;USDT;otc_create_order;-4245.9;27125.869079136133;22879.96907913613;2162774248;2025-08-06 01:35:56
7;USDT;otc_create_order;-3407.15;30533.019079136135;27125.869079136133;2162729246;2025-08-06 00:04:38
7;USDT;otc_cancel_order;3407.15;27125.869079136133;30533.019079136135;2162728081;2025-08-06 00:02:52
7;USDT;otc_create_order;-4071.55;31197.419079136132;27125.869079136133;2162722923;2025-08-05 23:54:59
7;USDT;otc_create_order;-3294.71;34492.12907913613;31197.419079136132;2162722802;2025-08-05 23:54:46
7;USDT;otc_create_order;-3407.15;37899.27907913613;34492.12907913613;2162710962;2025-08-05 23:37:51
7;USDT;otc_complete_order;24169.18;13730.099079136133;37899.27907913613;2162624715;2025-08-05 21:52:47
7;USDT;otc_complete_order;10070.49;3659.6090791361335;13730.099079136133;2162549467;2025-08-05 20:14:51
7;USDT;otc_cancel_order;3370.63;288.9790791361335;3659.6090791361335;2162483489;2025-08-05 18:37:07
